# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Dec 17 16:28:38 2017
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
#
rowid,pl_hostname,pl_letter,ra_str,ra,dec_str,dec
2041,Kepler-243,b,19h00m26.51s,285.110470,+42d02m02.2s,42.033958
2042,Kepler-243,c,19h00m26.51s,285.110470,+42d02m02.2s,42.033958
2043,Kepler-244,b,19h08m58.24s,287.242680,+42d18m04.9s,42.301369
2044,Kepler-244,c,19h08m58.24s,287.242680,+42d18m04.9s,42.301369
2045,Kepler-244,d,19h08m58.24s,287.242680,+42d18m04.9s,42.301369
2046,Kepler-245,b,19h26m33.35s,291.638965,+42d26m10.7s,42.436317
2047,Kepler-245,c,19h26m33.35s,291.638965,+42d26m10.7s,42.436317
2048,Kepler-245,d,19h26m33.35s,291.638965,+42d26m10.7s,42.436317
2049,Kepler-245,e,19h26m33.35s,291.638965,+42d26m10.7s,42.436317
2050,Kepler-246,b,19h45m56.02s,296.483427,+42d39m48.3s,42.663429
2051,Kepler-246,c,19h45m56.02s,296.483427,+42d39m48.3s,42.663429
2052,Kepler-247,b,19h14m34.21s,288.642531,+43d02m21.4s,43.039291
2053,Kepler-247,c,19h14m34.21s,288.642531,+43d02m21.4s,43.039291
2054,Kepler-247,d,19h14m34.21s,288.642531,+43d02m21.4s,43.039291
2055,Kepler-248,b,19h32m14.73s,293.061384,+43d34m52.9s,43.581356
2056,Kepler-248,c,19h32m14.73s,293.061384,+43d34m52.9s,43.581356
2057,Kepler-249,b,19h47m56.42s,296.985068,+43d39m30.7s,43.658524
2058,Kepler-249,c,19h47m56.42s,296.985068,+43d39m30.7s,43.658524
2059,Kepler-249,d,19h47m56.42s,296.985068,+43d39m30.7s,43.658524
2060,Kepler-25,b,19h06m33.21s,286.638393,+39d29m16.4s,39.487894
2061,Kepler-25,c,19h06m33.21s,286.638393,+39d29m16.4s,39.487894
2062,Kepler-25,d,19h06m33.21s,286.638393,+39d29m16.4s,39.487894
2063,Kepler-250,b,19h18m22.74s,289.594765,+44d08m31.0s,44.141953
2064,Kepler-250,c,19h18m22.74s,289.594765,+44d08m31.0s,44.141953
2065,Kepler-250,d,19h18m22.74s,289.594765,+44d08m31.0s,44.141953
2066,Kepler-251,b,19h46m15.90s,296.566237,+44d06m21.1s,44.105865
2067,Kepler-251,c,19h46m15.90s,296.566237,+44d06m21.1s,44.105865
2068,Kepler-251,d,19h46m15.90s,296.566237,+44d06m21.1s,44.105865
2069,Kepler-251,e,19h46m15.90s,296.566237,+44d06m21.1s,44.105865
2070,Kepler-252,b,19h42m19.04s,295.579345,+44d32m45.5s,44.545963
2071,Kepler-252,c,19h42m19.04s,295.579345,+44d32m45.5s,44.545963
2072,Kepler-253,b,19h27m22.08s,291.841992,+44d51m29.1s,44.858089
2073,Kepler-253,c,19h27m22.08s,291.841992,+44d51m29.1s,44.858089
2074,Kepler-253,d,19h27m22.08s,291.841992,+44d51m29.1s,44.858089
2075,Kepler-254,b,19h12m39.53s,288.164701,+45d48m59.4s,45.816504
2076,Kepler-254,c,19h12m39.53s,288.164701,+45d48m59.4s,45.816504
2077,Kepler-254,d,19h12m39.53s,288.164701,+45d48m59.4s,45.816504
2078,Kepler-255,b,19h44m15.42s,296.064233,+45d58m36.6s,45.976841
2079,Kepler-255,c,19h44m15.42s,296.064233,+45d58m36.6s,45.976841
2080,Kepler-255,d,19h44m15.42s,296.064233,+45d58m36.6s,45.976841
2081,Kepler-256,b,19h30m19.31s,292.580445,+46d05m50.6s,46.097389
2082,Kepler-256,c,19h30m19.31s,292.580445,+46d05m50.6s,46.097389
2083,Kepler-256,d,19h30m19.31s,292.580445,+46d05m50.6s,46.097389
2084,Kepler-256,e,19h30m19.31s,292.580445,+46d05m50.6s,46.097389
2085,Kepler-257,b,19h49m15.84s,297.315994,+46d01m23.8s,46.023269
2086,Kepler-257,c,19h49m15.84s,297.315994,+46d01m23.8s,46.023269
2087,Kepler-257,d,19h49m15.84s,297.315994,+46d01m23.8s,46.023269
2088,Kepler-258,b,19h36m16.44s,294.068490,+46d34m45.6s,46.579330
2089,Kepler-258,c,19h36m16.44s,294.068490,+46d34m45.6s,46.579330
2090,Kepler-259,b,19h12m50.86s,288.211929,+46d36m54.0s,46.615005
2091,Kepler-259,c,19h12m50.86s,288.211929,+46d36m54.0s,46.615005
2092,Kepler-26,b,18h59m45.84s,284.940997,+46d33m59.5s,46.566540
2093,Kepler-26,c,18h59m45.84s,284.940997,+46d33m59.5s,46.566540
2094,Kepler-26,d,18h59m45.84s,284.940997,+46d33m59.5s,46.566540
2095,Kepler-26,e,18h59m45.84s,284.940997,+46d33m59.5s,46.566540
2096,Kepler-260,b,19h27m42.23s,291.925972,+38d00m50.8s,38.014122
2097,Kepler-260,c,19h27m42.23s,291.925972,+38d00m50.8s,38.014122
2098,Kepler-261,b,19h25m27.55s,291.364773,+37d36m33.1s,37.609184
2099,Kepler-261,c,19h25m27.55s,291.364773,+37d36m33.1s,37.609184
2100,Kepler-262,b,19h22m54.88s,290.728675,+37d15m09.5s,37.252649
2101,Kepler-262,c,19h22m54.88s,290.728675,+37d15m09.5s,37.252649
2102,Kepler-263,b,19h29m52.74s,292.469762,+37d34m04.1s,37.567794
2103,Kepler-263,c,19h29m52.74s,292.469762,+37d34m04.1s,37.567794
2104,Kepler-264,b,19h28m10.71s,292.044615,+37d22m34.5s,37.376246
2105,Kepler-264,c,19h28m10.71s,292.044615,+37d22m34.5s,37.376246
2106,Kepler-265,b,19h22m02.51s,290.510478,+41d14m41.4s,41.244820
2107,Kepler-265,c,19h22m02.51s,290.510478,+41d14m41.4s,41.244820
2108,Kepler-265,d,19h22m02.51s,290.510478,+41d14m41.4s,41.244820
2109,Kepler-265,e,19h22m02.51s,290.510478,+41d14m41.4s,41.244820
2110,Kepler-266,b,19h37m56.25s,294.484378,+44d10m00.9s,44.166916
2111,Kepler-266,c,19h37m56.25s,294.484378,+44d10m00.9s,44.166916
2112,Kepler-267,b,19h59m19.29s,299.830387,+47d09m26.9s,47.157461
2113,Kepler-267,c,19h59m19.29s,299.830387,+47d09m26.9s,47.157461
2114,Kepler-267,d,19h59m19.29s,299.830387,+47d09m26.9s,47.157461
2115,Kepler-268,b,19h27m54.28s,291.976175,+38d03m18.3s,38.055075
2116,Kepler-268,c,19h27m54.28s,291.976175,+38d03m18.3s,38.055075
2117,Kepler-269,b,19h20m51.64s,290.215171,+41d46m33.5s,41.775967
2118,Kepler-269,c,19h20m51.64s,290.215171,+41d46m33.5s,41.775967
2119,Kepler-27,b,19h28m56.82s,292.236769,+41d05m09.2s,41.085876
2120,Kepler-27,c,19h28m56.82s,292.236769,+41d05m09.2s,41.085876
2121,Kepler-270,b,18h48m48.02s,282.200100,+44d25m20.3s,44.422302
2122,Kepler-270,c,18h48m48.02s,282.200100,+44d25m20.3s,44.422302
2123,Kepler-271,b,18h52m00.72s,283.002980,+44d17m03.2s,44.284233
2124,Kepler-271,c,18h52m00.72s,283.002980,+44d17m03.2s,44.284233
2125,Kepler-271,d,18h52m00.72s,283.002980,+44d17m03.2s,44.284233
2126,Kepler-272,b,19h56m30.61s,299.127524,+47d35m37.8s,47.593830
2127,Kepler-272,c,19h56m30.61s,299.127524,+47d35m37.8s,47.593830
2128,Kepler-272,d,19h56m30.61s,299.127524,+47d35m37.8s,47.593830
2129,Kepler-273,b,19h25m12.53s,291.302209,+47d41m51.9s,47.697758
2130,Kepler-273,c,19h25m12.53s,291.302209,+47d41m51.9s,47.697758
2131,Kepler-274,b,19h31m41.47s,292.922774,+38d28m38.2s,38.477274
2132,Kepler-274,c,19h31m41.47s,292.922774,+38d28m38.2s,38.477274
2133,Kepler-275,b,19h29m55.13s,292.479713,+38d30m53.7s,38.514927
2134,Kepler-275,c,19h29m55.13s,292.479713,+38d30m53.7s,38.514927
2135,Kepler-275,d,19h29m55.13s,292.479713,+38d30m53.7s,38.514927
2136,Kepler-276,b,19h34m16.36s,293.568150,+39d02m10.8s,39.036326
2137,Kepler-276,c,19h34m16.36s,293.568150,+39d02m10.8s,39.036326
2138,Kepler-276,d,19h34m16.36s,293.568150,+39d02m10.8s,39.036326
2139,Kepler-277,b,19h06m19.96s,286.583175,+39d04m38.0s,39.077209
2140,Kepler-277,c,19h06m19.96s,286.583175,+39d04m38.0s,39.077209
2141,Kepler-278,b,19h20m25.73s,290.107193,+38d42m08.0s,38.702235
2142,Kepler-278,c,19h20m25.73s,290.107193,+38d42m08.0s,38.702235
2143,Kepler-279,b,19h09m33.89s,287.391224,+42d11m41.4s,42.194836
2144,Kepler-279,c,19h09m33.89s,287.391224,+42d11m41.4s,42.194836
2145,Kepler-279,d,19h09m33.89s,287.391224,+42d11m41.4s,42.194836
2146,Kepler-28,b,19h28m32.89s,292.137029,+42d25m45.9s,42.429420
2147,Kepler-28,c,19h28m32.89s,292.137029,+42d25m45.9s,42.429420
2148,Kepler-280,b,19h25m33.72s,291.390510,+42d10m50.1s,42.180588
2149,Kepler-280,c,19h25m33.72s,291.390510,+42d10m50.1s,42.180588
2150,Kepler-281,b,19h36m25.97s,294.108191,+44d46m14.5s,44.770699
2151,Kepler-281,c,19h36m25.97s,294.108191,+44d46m14.5s,44.770699
2152,Kepler-282,b,18h58m42.55s,284.677277,+44d47m51.7s,44.797684
2153,Kepler-282,c,18h58m42.55s,284.677277,+44d47m51.7s,44.797684
2154,Kepler-282,d,18h58m42.55s,284.677277,+44d47m51.7s,44.797684
2155,Kepler-282,e,18h58m42.55s,284.677277,+44d47m51.7s,44.797684
2156,Kepler-283,b,19h34m27.29s,293.613726,+47d50m20.4s,47.838998
2157,Kepler-283,c,19h34m27.29s,293.613726,+47d50m20.4s,47.838998
2158,Kepler-284,b,19h32m35.16s,293.146491,+47d43m46.7s,47.729649
2159,Kepler-284,c,19h32m35.16s,293.146491,+47d43m46.7s,47.729649
2160,Kepler-285,b,19h25m33.82s,291.390905,+48d03m56.2s,48.065609
2161,Kepler-285,c,19h25m33.82s,291.390905,+48d03m56.2s,48.065609
2162,Kepler-286,b,19h22m42.27s,290.676145,+48d17m39.4s,48.294289
2163,Kepler-286,c,19h22m42.27s,290.676145,+48d17m39.4s,48.294289
2164,Kepler-286,d,19h22m42.27s,290.676145,+48d17m39.4s,48.294289
2165,Kepler-286,e,19h22m42.27s,290.676145,+48d17m39.4s,48.294289
2166,Kepler-287,b,19h23m42.59s,290.927458,+48d26m36.8s,48.443550
2167,Kepler-287,c,19h23m42.59s,290.927458,+48d26m36.8s,48.443550
2168,Kepler-288,b,19h15m39.94s,288.916426,+39d35m41.0s,39.594717
2169,Kepler-288,c,19h15m39.94s,288.916426,+39d35m41.0s,39.594717
2170,Kepler-288,d,19h15m39.94s,288.916426,+39d35m41.0s,39.594717
2171,Kepler-289,b,19h49m51.68s,297.465344,+42d52m58.3s,42.882850
2172,Kepler-289,c,19h49m51.68s,297.465344,+42d52m58.3s,42.882850
2173,Kepler-289,d,19h49m51.68s,297.465344,+42d52m58.3s,42.882850
2174,Kepler-29,b,19h53m23.60s,298.348324,+47d29m28.4s,47.491226
2175,Kepler-29,c,19h53m23.60s,298.348324,+47d29m28.4s,47.491226
2176,Kepler-290,b,19h05m38.40s,286.409984,+42d40m53.6s,42.681553
2177,Kepler-290,c,19h05m38.40s,286.409984,+42d40m53.6s,42.681553
2178,Kepler-291,b,19h11m39.93s,287.916357,+42d26m14.3s,42.437302
2179,Kepler-291,c,19h11m39.93s,287.916357,+42d26m14.3s,42.437302
2180,Kepler-292,b,19h43m03.87s,295.766145,+42d25m27.4s,42.424288
2181,Kepler-292,c,19h43m03.87s,295.766145,+42d25m27.4s,42.424288
2182,Kepler-292,d,19h43m03.87s,295.766145,+42d25m27.4s,42.424288
2183,Kepler-292,e,19h43m03.87s,295.766145,+42d25m27.4s,42.424288
2184,Kepler-292,f,19h43m03.87s,295.766145,+42d25m27.4s,42.424288
2185,Kepler-293,b,19h05m25.93s,286.358057,+42d24m23.4s,42.406509
2186,Kepler-293,c,19h05m25.93s,286.358057,+42d24m23.4s,42.406509
2187,Kepler-294,b,19h09m34.08s,287.392009,+46d03m33.5s,46.059312
2188,Kepler-294,c,19h09m34.08s,287.392009,+46d03m33.5s,46.059312
2189,Kepler-295,b,19h01m23.00s,285.345843,+45d22m04.0s,45.367786
2190,Kepler-295,c,19h01m23.00s,285.345843,+45d22m04.0s,45.367786
2191,Kepler-295,d,19h01m23.00s,285.345843,+45d22m04.0s,45.367786
2192,Kepler-296,b,19h06m09.60s,286.540008,+49d26m14.4s,49.437326
2193,Kepler-296,c,19h06m09.60s,286.540008,+49d26m14.4s,49.437326
2194,Kepler-296,d,19h06m09.60s,286.540008,+49d26m14.4s,49.437326
2195,Kepler-296,e,19h06m09.60s,286.540008,+49d26m14.4s,49.437326
2196,Kepler-296,f,19h06m09.60s,286.540008,+49d26m14.4s,49.437326
2197,Kepler-297,b,18h52m50.20s,283.209159,+48d46m39.5s,48.777645
2198,Kepler-297,c,18h52m50.20s,283.209159,+48d46m39.5s,48.777645
2199,Kepler-298,b,18h52m09.55s,283.039792,+48d49m31.3s,48.825359
2200,Kepler-298,c,18h52m09.55s,283.039792,+48d49m31.3s,48.825359
2201,Kepler-298,d,18h52m09.55s,283.039792,+48d49m31.3s,48.825359
2202,Kepler-299,b,18h52m49.67s,283.206964,+48d34m49.8s,48.580502
2203,Kepler-299,c,18h52m49.67s,283.206964,+48d34m49.8s,48.580502
2204,Kepler-299,d,18h52m49.67s,283.206964,+48d34m49.8s,48.580502
2205,Kepler-299,e,18h52m49.67s,283.206964,+48d34m49.8s,48.580502
2206,Kepler-30,b,19h01m08.07s,285.283636,+38d56m50.2s,38.947281
2207,Kepler-30,c,19h01m08.07s,285.283636,+38d56m50.2s,38.947281
2208,Kepler-30,d,19h01m08.07s,285.283636,+38d56m50.2s,38.947281
2209,Kepler-300,b,19h41m09.29s,295.288694,+48d35m59.0s,48.599720
2210,Kepler-300,c,19h41m09.29s,295.288694,+48d35m59.0s,48.599720
2211,Kepler-301,b,18h55m55.91s,283.982968,+49d13m58.8s,49.232990
2212,Kepler-301,c,18h55m55.91s,283.982968,+49d13m58.8s,49.232990
2213,Kepler-301,d,18h55m55.91s,283.982968,+49d13m58.8s,49.232990
2214,Kepler-302,b,19h37m16.08s,294.316985,+43d37m45.6s,43.629345
2215,Kepler-302,c,19h37m16.08s,294.316985,+43d37m45.6s,43.629345
2216,Kepler-303,b,18h52m32.51s,283.135465,+43d39m25.4s,43.657055
2217,Kepler-303,c,18h52m32.51s,283.135465,+43d39m25.4s,43.657055
2218,Kepler-304,b,19h37m46.02s,294.441763,+40d33m27.3s,40.557587
2219,Kepler-304,c,19h37m46.02s,294.441763,+40d33m27.3s,40.557587
2220,Kepler-304,d,19h37m46.02s,294.441763,+40d33m27.3s,40.557587
2221,Kepler-304,e,19h37m46.02s,294.441763,+40d33m27.3s,40.557587
2222,Kepler-305,b,19h56m53.83s,299.224311,+40d20m35.5s,40.343182
2223,Kepler-305,c,19h56m53.83s,299.224311,+40d20m35.5s,40.343182
2224,Kepler-305,d,19h56m53.83s,299.224311,+40d20m35.5s,40.343182
2225,Kepler-306,b,19h14m09.28s,288.538671,+40d36m58.1s,40.616140
2226,Kepler-306,c,19h14m09.28s,288.538671,+40d36m58.1s,40.616140
2227,Kepler-306,d,19h14m09.28s,288.538671,+40d36m58.1s,40.616140
2228,Kepler-306,e,19h14m09.28s,288.538671,+40d36m58.1s,40.616140
2229,Kepler-307,b,19h51m10.83s,297.795132,+40d25m03.7s,40.417703
2230,Kepler-307,c,19h51m10.83s,297.795132,+40d25m03.7s,40.417703
2231,Kepler-308,b,19h43m08.44s,295.785154,+40d26m22.4s,40.439550
2232,Kepler-308,c,19h43m08.44s,295.785154,+40d26m22.4s,40.439550
2233,Kepler-309,b,19h50m02.36s,297.509851,+46d57m40.6s,46.961281
2234,Kepler-309,c,19h50m02.36s,297.509851,+46d57m40.6s,46.961281
2235,Kepler-31,b,19h36m05.52s,294.023014,+45d51m11.1s,45.853081
2236,Kepler-31,c,19h36m05.52s,294.023014,+45d51m11.1s,45.853081
2237,Kepler-31,d,19h36m05.52s,294.023014,+45d51m11.1s,45.853081
2238,Kepler-310,b,19h15m21.45s,288.839363,+46d59m12.3s,46.986744
2239,Kepler-310,c,19h15m21.45s,288.839363,+46d59m12.3s,46.986744
2240,Kepler-310,d,19h15m21.45s,288.839363,+46d59m12.3s,46.986744
2241,Kepler-311,b,18h48m14.71s,282.061290,+47d05m07.8s,47.085491
2242,Kepler-311,c,18h48m14.71s,282.061290,+47d05m07.8s,47.085491
2243,Kepler-312,b,19h53m34.99s,298.395772,+42d27m35.1s,42.459756
2244,Kepler-312,c,19h53m34.99s,298.395772,+42d27m35.1s,42.459756
2245,Kepler-313,b,19h53m10.78s,298.294935,+48d46m31.7s,48.775459
2246,Kepler-313,c,19h53m10.78s,298.294935,+48d46m31.7s,48.775459
2247,Kepler-314,b,19h38m41.79s,294.674114,+42d04m32.1s,42.075588
2248,Kepler-314,c,19h38m41.79s,294.674114,+42d04m32.1s,42.075588
2249,Kepler-315,b,19h52m05.54s,298.023104,+43d21m48.7s,43.363522
2250,Kepler-315,c,19h52m05.54s,298.023104,+43d21m48.7s,43.363522
2251,Kepler-316,b,19h23m18.25s,290.826023,+44d11m02.8s,44.184109
2252,Kepler-316,c,19h23m18.25s,290.826023,+44d11m02.8s,44.184109
2253,Kepler-317,b,19h39m46.53s,294.943885,+39d01m55.4s,39.032062
2254,Kepler-317,c,19h39m46.53s,294.943885,+39d01m55.4s,39.032062
2255,Kepler-318,b,19h53m55.88s,298.482828,+46d47m37.0s,46.793617
2256,Kepler-318,c,19h53m55.88s,298.482828,+46d47m37.0s,46.793617
2257,Kepler-319,b,19h15m14.87s,288.811943,+39d46m14.4s,39.770658
2258,Kepler-319,c,19h15m14.87s,288.811943,+39d46m14.4s,39.770658
2259,Kepler-319,d,19h15m14.87s,288.811943,+39d46m14.4s,39.770658
2260,Kepler-32,b,19h51m22.18s,297.842398,+46d34m27.4s,46.574281
2261,Kepler-32,c,19h51m22.18s,297.842398,+46d34m27.4s,46.574281
2262,Kepler-32,d,19h51m22.18s,297.842398,+46d34m27.4s,46.574281
2263,Kepler-32,e,19h51m22.18s,297.842398,+46d34m27.4s,46.574281
2264,Kepler-32,f,19h51m22.18s,297.842398,+46d34m27.4s,46.574281
2265,Kepler-320,b,19h32m51.25s,293.213548,+46d10m30.5s,46.175125
2266,Kepler-320,c,19h32m51.25s,293.213548,+46d10m30.5s,46.175125
2267,Kepler-321,b,19h37m48.88s,294.453674,+44d08m44.7s,44.145756
2268,Kepler-321,c,19h37m48.88s,294.453674,+44d08m44.7s,44.145756
2269,Kepler-322,b,18h45m23.72s,281.348824,+44d17m42.9s,44.295242
2270,Kepler-322,c,18h45m23.72s,281.348824,+44d17m42.9s,44.295242
2271,Kepler-323,b,19h25m31.74s,291.382240,+38d07m38.9s,38.127473
2272,Kepler-323,c,19h25m31.74s,291.382240,+38d07m38.9s,38.127473
2273,Kepler-324,b,19h05m53.15s,286.471473,+49d38m56.5s,49.649021
2274,Kepler-324,c,19h05m53.15s,286.471473,+49d38m56.5s,49.649021
2275,Kepler-325,b,19h19m20.50s,289.835434,+49d49m32.3s,49.825626
2276,Kepler-325,c,19h19m20.50s,289.835434,+49d49m32.3s,49.825626
2277,Kepler-325,d,19h19m20.50s,289.835434,+49d49m32.3s,49.825626
2278,Kepler-326,b,19h37m18.13s,294.325546,+46d00m08.1s,46.002254
2279,Kepler-326,c,19h37m18.13s,294.325546,+46d00m08.1s,46.002254
2280,Kepler-326,d,19h37m18.13s,294.325546,+46d00m08.1s,46.002254
2281,Kepler-327,b,19h30m34.17s,292.642372,+44d05m15.6s,44.087673
2282,Kepler-327,c,19h30m34.17s,292.642372,+44d05m15.6s,44.087673
2283,Kepler-327,d,19h30m34.17s,292.642372,+44d05m15.6s,44.087673
2284,Kepler-328,b,19h43m14.23s,295.809289,+40d00m30.6s,40.008503
2285,Kepler-328,c,19h43m14.23s,295.809289,+40d00m30.6s,40.008503
2286,Kepler-329,b,19h57m04.33s,299.268042,+45d13m38.7s,45.227428
2287,Kepler-329,c,19h57m04.33s,299.268042,+45d13m38.7s,45.227428
2288,Kepler-33,b,19h16m18.61s,289.077548,+46d00m18.8s,46.005222
2289,Kepler-33,c,19h16m18.61s,289.077548,+46d00m18.8s,46.005222
2290,Kepler-33,d,19h16m18.61s,289.077548,+46d00m18.8s,46.005222
2291,Kepler-33,e,19h16m18.61s,289.077548,+46d00m18.8s,46.005222
2292,Kepler-33,f,19h16m18.61s,289.077548,+46d00m18.8s,46.005222
2293,Kepler-330,b,19h13m47.37s,288.447375,+44d48m06.1s,44.801685
2294,Kepler-330,c,19h13m47.37s,288.447375,+44d48m06.1s,44.801685
2295,Kepler-331,b,19h27m20.24s,291.834328,+39d18m26.5s,39.307358
2296,Kepler-331,c,19h27m20.24s,291.834328,+39d18m26.5s,39.307358
2297,Kepler-331,d,19h27m20.24s,291.834328,+39d18m26.5s,39.307358
2298,Kepler-332,b,19h06m39.11s,286.662964,+47d24m49.3s,47.413700
2299,Kepler-332,c,19h06m39.11s,286.662964,+47d24m49.3s,47.413700
2300,Kepler-332,d,19h06m39.11s,286.662964,+47d24m49.3s,47.413700
2301,Kepler-333,b,19h29m08.66s,292.286069,+40d54m48.9s,40.913584
2302,Kepler-333,c,19h29m08.66s,292.286069,+40d54m48.9s,40.913584
2303,Kepler-334,b,19h08m33.76s,287.140668,+47d06m54.7s,47.115196
2304,Kepler-334,c,19h08m33.76s,287.140668,+47d06m54.7s,47.115196
2305,Kepler-334,d,19h08m33.76s,287.140668,+47d06m54.7s,47.115196
2306,Kepler-335,b,19h44m15.43s,296.064311,+45d25m43.0s,45.428623
2307,Kepler-335,c,19h44m15.43s,296.064311,+45d25m43.0s,45.428623
2308,Kepler-336,b,19h20m57.03s,290.237643,+41d19m52.9s,41.331370
2309,Kepler-336,c,19h20m57.03s,290.237643,+41d19m52.9s,41.331370
2310,Kepler-336,d,19h20m57.03s,290.237643,+41d19m52.9s,41.331370
2311,Kepler-337,b,19h20m14.52s,290.060490,+47d09m50.2s,47.163956
2312,Kepler-337,c,19h20m14.52s,290.060490,+47d09m50.2s,47.163956
2313,Kepler-338,b,18h51m54.95s,282.978956,+40d47m03.6s,40.784347
2314,Kepler-338,c,18h51m54.95s,282.978956,+40d47m03.6s,40.784347
2315,Kepler-338,d,18h51m54.95s,282.978956,+40d47m03.6s,40.784347
2316,Kepler-338,e,18h51m54.95s,282.978956,+40d47m03.6s,40.784347
2317,Kepler-339,b,19h33m24.41s,293.351712,+48d26m40.7s,48.444641
2318,Kepler-339,c,19h33m24.41s,293.351712,+48d26m40.7s,48.444641
2319,Kepler-339,d,19h33m24.41s,293.351712,+48d26m40.7s,48.444641
2320,Kepler-34,b,19h45m44.60s,296.435821,+44d38m29.6s,44.641560
2321,Kepler-340,b,19h43m44.03s,295.933477,+40d18m02.1s,40.300570
2322,Kepler-340,c,19h43m44.03s,295.933477,+40d18m02.1s,40.300570
2323,Kepler-341,b,19h19m26.78s,289.861576,+43d28m22.0s,43.472775
2324,Kepler-341,c,19h19m26.78s,289.861576,+43d28m22.0s,43.472775
2325,Kepler-341,d,19h19m26.78s,289.861576,+43d28m22.0s,43.472775
2326,Kepler-341,e,19h19m26.78s,289.861576,+43d28m22.0s,43.472775
2327,Kepler-342,b,19h30m42.74s,292.678083,+46d43m36.2s,46.726715
2328,Kepler-342,c,19h30m42.74s,292.678083,+46d43m36.2s,46.726715
2329,Kepler-342,d,19h30m42.74s,292.678083,+46d43m36.2s,46.726715
2330,Kepler-342,e,19h30m42.74s,292.678083,+46d43m36.2s,46.726715
2331,Kepler-343,b,19h27m50.56s,291.960684,+42d25m58.8s,42.433006
2332,Kepler-343,c,19h27m50.56s,291.960684,+42d25m58.8s,42.433006
2333,Kepler-344,b,19h29m59.91s,292.499645,+46d19m27.9s,46.324406
2334,Kepler-344,c,19h29m59.91s,292.499645,+46d19m27.9s,46.324406
2335,Kepler-345,b,19h40m54.91s,295.228802,+45d58m15.7s,45.971020
2336,Kepler-345,c,19h40m54.91s,295.228802,+45d58m15.7s,45.971020
2337,Kepler-346,b,19h12m02.86s,288.011911,+46d07m03.4s,46.117607
2338,Kepler-346,c,19h12m02.86s,288.011911,+46d07m03.4s,46.117607
2339,Kepler-347,b,19h16m47.90s,289.199596,+49d18m20.6s,49.305717
2340,Kepler-347,c,19h16m47.90s,289.199596,+49d18m20.6s,49.305717
2341,Kepler-348,b,19h49m01.21s,297.255050,+40d32m54.1s,40.548373
2342,Kepler-348,c,19h49m01.21s,297.255050,+40d32m54.1s,40.548373
2343,Kepler-349,b,19h34m42.36s,293.676480,+44d36m56.1s,44.615578
2344,Kepler-349,c,19h34m42.36s,293.676480,+44d36m56.1s,44.615578
2345,Kepler-35,b,19h37m59.27s,294.496978,+46d41m23.1s,46.689762
2346,Kepler-350,b,19h01m40.71s,285.419606,+39d42m22.0s,39.706107
2347,Kepler-350,c,19h01m40.71s,285.419606,+39d42m22.0s,39.706107
2348,Kepler-350,d,19h01m40.71s,285.419606,+39d42m22.0s,39.706107
2349,Kepler-351,b,19h05m48.65s,286.452706,+42d39m28.4s,42.657879
2350,Kepler-351,c,19h05m48.65s,286.452706,+42d39m28.4s,42.657879
2351,Kepler-351,d,19h05m48.65s,286.452706,+42d39m28.4s,42.657879
2352,Kepler-352,b,19h59m35.17s,299.896521,+46d03m07.1s,46.051975
2353,Kepler-352,c,19h59m35.17s,299.896521,+46d03m07.1s,46.051975
2354,Kepler-353,b,19h47m25.59s,296.856633,+41d45m29.4s,41.758180
2355,Kepler-353,c,19h47m25.59s,296.856633,+41d45m29.4s,41.758180
2356,Kepler-354,b,19h03m00.35s,285.751452,+41d20m08.3s,41.335640
2357,Kepler-354,c,19h03m00.35s,285.751452,+41d20m08.3s,41.335640
2358,Kepler-354,d,19h03m00.35s,285.751452,+41d20m08.3s,41.335640
2359,Kepler-355,b,19h03m11.87s,285.799457,+42d48m42.4s,42.811783
2360,Kepler-355,c,19h03m11.87s,285.799457,+42d48m42.4s,42.811783
2361,Kepler-356,b,19h29m41.06s,292.421077,+37d40m58.1s,37.682819
2362,Kepler-356,c,19h29m41.06s,292.421077,+37d40m58.1s,37.682819
2363,Kepler-357,b,19h24m58.34s,291.243104,+44d00m31.4s,44.008720
2364,Kepler-357,c,19h24m58.34s,291.243104,+44d00m31.4s,44.008720
2365,Kepler-357,d,19h24m58.34s,291.243104,+44d00m31.4s,44.008720
2366,Kepler-358,b,19h32m55.25s,293.230225,+48d16m53.0s,48.281376
2367,Kepler-358,c,19h32m55.25s,293.230225,+48d16m53.0s,48.281376
2368,Kepler-359,b,19h33m10.47s,293.293635,+42d11m46.9s,42.196354
2369,Kepler-359,c,19h33m10.47s,293.293635,+42d11m46.9s,42.196354
2370,Kepler-359,d,19h33m10.47s,293.293635,+42d11m46.9s,42.196354
2371,Kepler-36,b,19h25m00.05s,291.250191,+49d13m54.6s,49.231827
2372,Kepler-36,c,19h25m00.05s,291.250191,+49d13m54.6s,49.231827
2373,Kepler-360,b,19h05m08.34s,286.284731,+44d46m53.6s,44.781555
2374,Kepler-360,c,19h05m08.34s,286.284731,+44d46m53.6s,44.781555
2375,Kepler-361,b,19h47m12.83s,296.803453,+46d44m28.2s,46.741154
